code_system,code,display,resource_count,value_type,observed_units
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224839,Temporary Pacemaker Wires Atrial,123,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224842,Cardiac Output (CCO),93,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224844,Permanent Pacemaker Mode,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224846,Impaired Skin Width #1,177,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224847,Impaired Skin Drainage Amount #1,327,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224848,Incision Appearance #1,823,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224850,Incision Drainage Amount #1,316,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224851,Dressing Status #1,168,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224860,Skin Condition,1941,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224862,Edema Amount,1144,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224865,Flow Sensitivity,1236,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224866,Temporary Atrial Capture,67,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224876,Urine Appearance,2006,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224879,Nares L,1674,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224888,Impaired Skin Cleanse #2,81,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224889,Impaired Skin Cleanse #3,32,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224890,Impaired Skin Cleanse #4,13,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224891,Impaired Skin Cleanse #5,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224893,Impaired Skin Cleanse #7,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224895,Impaired Skin Depth #2,4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224896,Impaired Skin Depth #3,31,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224897,Impaired Skin Depth #4,10,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224899,Impaired Skin Depth #6,21,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224902,Impaired Skin Drainage #2,153,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224903,Impaired Skin Drainage #3,175,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224904,Impaired Skin Drainage #4,81,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224905,Impaired Skin Drainage #5,71,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224906,Impaired Skin Drainage #6,49,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224907,Impaired Skin Drainage #7,42,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224908,Impaired Skin Drainage #8,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224909,Impaired Skin Drainage Amount #2,71,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224910,Impaired Skin Drainage Amount #3,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224911,Impaired Skin Drainage Amount #4,76,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224912,Impaired Skin Drainage Amount #5,58,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224913,Impaired Skin Drainage Amount #6,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224914,Impaired Skin Drainage Amount #7,40,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224915,Impaired Skin Drainage Amount #8,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224916,Impaired Skin Length #2,32,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224917,Impaired Skin Length #3,57,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224918,Impaired Skin Length #4,54,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224919,Impaired Skin Length #5,26,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224920,Impaired Skin Length #6,40,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224921,Impaired Skin Length #7,17,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224923,Impaired Skin Odor #2,176,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224924,Impaired Skin Odor #3,136,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224925,Impaired Skin Odor #4,64,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224926,Impaired Skin Odor #5,70,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224927,Impaired Skin Odor #6,61,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224928,Impaired Skin Odor #7,10,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224930,Impaired Skin Site #2,224,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224931,Impaired Skin Site #3,229,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224932,Impaired Skin Site #4,67,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224933,Impaired Skin Site #5,133,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224934,Impaired Skin Site #6,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224935,Impaired Skin Site #7,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224937,Impaired Skin Treatment #2,145,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224938,Impaired Skin Treatment #3,103,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224939,Impaired Skin Treatment #4,66,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224940,Impaired Skin Treatment #5,45,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224941,Impaired Skin Treatment #6,42,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224942,Impaired Skin Treatment #7,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224944,Impaired Skin Type #2,145,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224945,Impaired Skin Type #3,118,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224946,Impaired Skin Type #4,63,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224947,Impaired Skin Type #5,45,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224948,Impaired Skin Type #6,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224949,Impaired Skin Type #7,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224951,Impaired Skin Width #2,4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224952,Impaired Skin Width #3,31,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224953,Impaired Skin Width #4,54,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224954,Impaired Skin Width #5,26,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224955,Impaired Skin Width #6,40,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224956,Impaired Skin Width #7,17,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224958,Impaired Skin Wound Base #2,233,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224959,Impaired Skin Wound Base #3,206,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224960,Impaired Skin Wound Base #4,167,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224961,Impaired Skin Wound Base #5,124,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224962,Impaired Skin Wound Base #6,115,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224963,Impaired Skin Wound Base #7,60,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224965,Pressure Ulcer Stage #2,42,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224965,Pressure Ulcer Stage #2,9,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224966,Pressure Ulcer Stage #3,95,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224967,Pressure Ulcer Stage #4,47,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224972,Surrounding Tissue #2,280,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224973,Surrounding Tissue #3,243,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224974,Surrounding Tissue #4,135,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224975,Surrounding Tissue #5,161,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224976,Surrounding Tissue #6,112,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224977,Surrounding Tissue #7,51,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224978,Surrounding Tissue #8,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224979,Tunneling Present #2,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224980,Tunneling Present #3,78,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224981,Tunneling Present #4,13,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224982,Tunneling Present #5,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224983,Tunneling Present #6,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224984,Tunneling Present #7,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224986,Undermining Present #2,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224987,Undermining Present #3,78,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224988,Undermining Present #4,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224989,Undermining Present #5,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224990,Undermining Present #6,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224991,Undermining Present #7,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224993,Incision Appearance #2,236,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224994,Incision Appearance #3,58,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224995,Incision Appearance #4,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224998,Incision Cleansing #2,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224999,Incision Cleansing #3,9,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225004,Incision Closure #2,274,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225005,Incision Closure #3,57,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225006,Incision Closure #4,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225013,Incision Drainage #2,151,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225014,Incision Drainage #3,33,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225015,Incision Drainage #4,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225018,Incision Drainage Amount #2,87,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225019,Incision Drainage Amount #3,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225020,Incision Drainage Amount #4,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225023,Incision Dressing #2,44,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225024,Incision Dressing #3,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225028,Dressing Status #2,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225029,Dressing Status #3,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225048,Knee Location - Immobilizer,56,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225050,Warming Device Status,223,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225052,Cooling Device Status,201,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225054,Anti Embolic Device Status,2902,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225059,Past medical history,298,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225067,Is the spokesperson the Health Care Proxy,146,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225070,Unable to assess psychological,88,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225072,Living situation,192,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225074,Any fear in relationships,123,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225076,Emotional / physical / sexual harm by partner or close relation,95,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225078,Social work consult,132,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225082,Pregnant,35,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225085,Post menopausal,17,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225086,Unable to assess cognitive / perceptual,62,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225087,Visual / hearing deficit,150,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225090,Interpreter,74,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225091,Unable to assess activity / mobility,68,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225092,Self ADL,176,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225094,History of slips / falls,173,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225097,Balance,174,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225099,Judgement,169,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225101,Use of assistive devices,130,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225103,Intravenous  / IV access prior to admission,199,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225105,Unable to assess habits,62,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225106,ETOH,157,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225110,Recreational drug use,143,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225112,Unable to assess pain,74,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225113,Currently experiencing pain,132,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225117,Unable to assess nutrition / education,75,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225118,Difficulty swallowing,149,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225120,Appetite,148,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225122,Special diet,130,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225124,Unintentional weight loss >10 lbs.,131,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225126,Dialysis patient,150,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225129,Unable to assess teaching / learning needs,76,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225131,Teaching directed toward,154,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225133,Discharge needs,70,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225135,Consults,152,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225175,See chart for initial patient assessment,49,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225176,Range of Motion Status,206,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225180,PT Splint Status #1,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225182,PT Splint Status #2,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225183,Current Goal,442,valueQuantity,mL [mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225184,Eye Care,532,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225185,Skin Care,87,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225187,Back Care,94,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225188,Cough/Deep Breath,466,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225189,Incentive Spirometry,304,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225192,Collar Care,46,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225206,Multi Lumen Zero/Calibrate,102,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225210,Arterial Line Zero/Calibrate,443,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225217,Trauma Line Site Appear,100,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225225,CCO PAC Site Appear,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225227,CCO PAC Waveform Appear,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225228,CCO PAC Zero/Calibrate,7,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225230,20 Gauge Reason Discontinued,51,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225231,20 Gauge Site Appear,212,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225233,18 Gauge Reason Discontinued,28,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225234,18 Gauge Site Appear,165,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225236,16 Gauge Reason Discontinued,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225237,16 Gauge Site Appear,83,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225239,14 Gauge Reason Discontinued,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225240,14 Gauge Site Appear,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225280,Called Out,47,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225309,ART BP Systolic,486,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225310,ART BP Diastolic,486,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225312,ART BP Mean,488,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225313,Bed Bath,27,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225323,Dialysis Catheter Site Appear,177,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225339,IABP Site Appear,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225341,IABP Art. Waveform Appear,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225342,IABP Zero/Calibrate,11,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225347,Midline Site Appear,38,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225355,PA Catheter Site Appear,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225357,PA Catheter Waveform Appear,44,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225358,PA Catheter Zero/Calibrate,26,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225371,Pheresis Catheter Site Appear,88,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225379,Indwelling Port (PortaCath) Site Appear,137,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225612,Alkaline Phosphate,273,valueQuantity,IU/L [IU/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225624,BUN,927,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225625,Calcium non-ionized,865,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225628,CK-MB fraction (%),21,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225634,CK (CPK),98,valueQuantity,IU/L [IU/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225637,Differential-Atyps,49,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225638,Differential-Bands,49,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225639,Differential-Basos,116,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225640,Differential-Eos,117,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225641,Differential-Lymphs,117,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225642,Differential-Monos,117,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225643,Differential-Neuts,117,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225651,Direct Bilirubin,30,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225664,Glucose finger stick (range 70-100),1637,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225667,Ionized Calcium,457,valueQuantity,mmol/L [mmol/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225668,Lactic Acid,530,valueQuantity,mmol/L [mmol/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225671,LDL calculated,5,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225672,Lipase,17,valueQuantity,IU/L [IU/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225674,Mixed Venous O2% Sat,32,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225677,Phosphorous,866,valueQuantity,mg/dL [mg/dL]
